Roll_No,Gender,Race_Ethnicity,Parental_Level_Of_Education,Lunch,Test_Preparation_Course,Math Score,Reading Score,Writing Score,Science Score,Total Score,Grade _,Eligibility,Percentage,Rank ,,Subject,Centum Count
Std-9749,Female,Group B,High School,0,0,65,87,63,98,313,B,Eligible,78.25,1192,,,
Std-9748,Female,Group D,Master'S Degree,0,0,68,57,86,63,274,B,Eligible,68.5,4358,,,
Std-9747,Female,Group C,Bachelor'S Degree,1,0,57,70,51,80,258,B,Eligible,64.5,5822,,,
Std-9746,Female,Group B,Master'S Degree,1,1,49,89,57,68,263,B,Eligible,65.75,5373,,,
Std-9745,Female,Group E,Some High School,1,0,47,51,84,77,259,B,Eligible,64.75,5736,,,
Std-9744,Female,Group C,Some College,1,1,79,90,74,39,282,B,Eligible,70.5,3602,,,
Std-9743,Female,Group B,Associate'S Degree,1,0,51,67,77,93,288,B,Eligible,72,3038,,,
Std-9742,Female,Group D,Some College,1,0,57,66,76,80,279,B,Eligible,69.75,3892,,,
Std-9741,Female,Group D,Bachelor'S Degree,0,0,34,30,77,65,206,C,Eligible,51.5,9042,,,
Std-9740,Female,Group E,Bachelor'S Degree,1,0,63,83,83,76,305,B,Eligible,76.25,1658,,,
Std-974,Male,Group C,Some College,0,1,31,65,53,78,227,C,Eligible,56.75,8092,,,
Std-9739,Female,Group E,Some High School,0,0,94,56,82,84,316,B,Eligible,79,1032,,,
Std-9738,Female,Group D,Associate'S Degree,1,0,83,66,50,62,261,B,Eligible,65.25,5557,,,
Std-9737,Female,Group E,Associate'S Degree,1,0,73,70,84,81,308,B,Eligible,77,1474,,,
Std-9736,Female,Group D,High School,1,1,53,72,50,55,230,C,Eligible,57.5,7929,,,
Std-9735,Female,Group E,Associate'S Degree,1,0,64,41,97,75,277,B,Eligible,69.25,4080,,,
Std-9734,Female,Group B,Associate'S Degree,1,1,42,48,100,57,247,C,Eligible,61.75,6731,,,
Std-9733,Female,Group C,Some College,1,0,43,80,90,63,276,B,Eligible,69,4166,,,
Std-9732,Female,Group D,Bachelor'S Degree,0,1,68,85,59,76,288,B,Eligible,72,3038,,,
Std-9731,Female,Group E,Some High School,0,1,51,36,81,50,218,C,Eligible,54.5,8584,,,
Std-9730,Female,Group B,Some High School,1,0,86,82,60,46,274,B,Eligible,68.5,4358,,,
Std-973,Male,Group B,High School,0,0,24,60,71,39,194,D,Not Eligible,48.5,9395,,,
Std-9729,Female,Group C,Some College,1,0,80,100,62,81,323,A,Eligible,80.75,714,,,
Std-9728,Female,Group C,Some College,0,0,76,80,100,70,326,A,Eligible,81.5,619,,,
Std-9727,Female,Group E,Some College,1,0,87,32,90,76,285,B,Eligible,71.25,3320,,,
Std-9726,Female,Group B,High School,1,1,69,70,100,57,296,B,Eligible,74,2337,,,
Std-9725,Female,Group C,Associate'S Degree,1,0,68,52,60,51,231,C,Eligible,57.75,7883,,,
Std-9724,Female,Group C,Some High School,1,1,54,62,96,39,251,B,Eligible,62.75,6404,,,
Std-9723,Female,Group E,High School,0,0,50,56,84,41,231,C,Eligible,57.75,7883,,,
Std-9722,Female,Group A,Some College,1,0,48,72,69,60,249,C,Eligible,62.25,6567,,,
Std-9721,Female,Group C,High School,1,0,63,51,62,69,245,C,Eligible,61.25,6889,,,
Std-9720,Female,Group D,Bachelor'S Degree,1,0,79,77,95,60,311,B,Eligible,77.75,1306,,,
Std-972,Male,Group E,High School,1,0,44,81,52,96,273,B,Eligible,68.25,4466,,,
Std-9719,Female,Group A,Associate'S Degree,1,0,99,66,79,60,304,B,Eligible,76,1729,,,
Std-9718,Female,Group C,Some College,0,1,27,53,99,94,273,B,Eligible,68.25,4466,,,
Std-9717,Female,Group C,High School,0,0,90,51,77,75,293,B,Eligible,73.25,2602,,,
Std-9716,Female,Group B,High School,0,0,49,80,86,66,281,B,Eligible,70.25,3684,,,
Std-9715,Female,Group C,High School,1,1,86,65,40,86,277,B,Eligible,69.25,4080,,,
Std-9714,Female,Group D,Some College,1,0,28,50,96,34,208,C,Eligible,52,8976,,,
Std-9713,Female,Group B,Associate'S Degree,1,0,76,68,87,46,277,B,Eligible,69.25,4080,,,
Std-9712,Female,Group B,Associate'S Degree,0,0,58,36,62,48,204,C,Eligible,51,9108,,,
Std-9711,Female,Group B,Associate'S Degree,1,0,45,80,98,54,277,B,Eligible,69.25,4080,,,
Std-9710,Female,Group D,Some College,1,1,65,94,80,32,271,B,Eligible,67.75,4646,,,
Std-971,Male,Group C,Bachelor'S Degree,0,0,25,55,55,63,198,D,Not Eligible,49.5,9296,,,
Std-9709,Female,Group D,High School,0,0,57,79,76,55,267,B,Eligible,66.75,5021,,,
Std-9708,Female,Group D,Bachelor'S Degree,0,0,27,84,85,51,247,C,Eligible,61.75,6731,,,
Std-9707,Female,Group D,Associate'S Degree,0,0,76,49,80,66,271,B,Eligible,67.75,4646,,,
Std-9706,Female,Group C,High School,1,1,54,74,79,47,254,B,Eligible,63.5,6155,,,
Std-9705,Female,Group C,Bachelor'S Degree,1,0,42,82,60,87,271,B,Eligible,67.75,4646,,,
Std-9704,Female,Group A,Some College,0,0,58,61,83,68,270,B,Eligible,67.5,4738,,,
Std-9703,Female,Group B,Associate'S Degree,0,0,63,96,71,85,315,B,Eligible,78.75,1079,,,
Std-9702,Female,Group C,Some High School,1,0,58,90,99,77,324,A,Eligible,81,688,,,
Std-9701,Female,Group D,Bachelor'S Degree,1,0,64,54,64,68,250,B,Eligible,62.5,6492,,,
Std-9700,Female,Group C,Master'S Degree,1,1,27,98,90,87,302,B,Eligible,75.5,1870,,,
Std-970,Male,Group B,Bachelor'S Degree,0,1,63,74,66,47,250,B,Eligible,62.5,6492,,,
Std-97,Male,Group D,Some High School,1,0,66,91,95,59,311,B,Eligible,77.75,1306,,,
Std-9699,Female,Group E,Associate'S Degree,1,0,79,60,66,48,253,B,Eligible,63.25,6243,,,
Std-9698,Female,Group A,Bachelor'S Degree,0,0,71,25,78,56,230,C,Eligible,57.5,7929,,,
Std-9697,Female,Group E,Some High School,0,0,61,99,80,68,308,B,Eligible,77,1474,,,
Std-9696,Female,Group E,High School,0,0,63,65,78,54,260,B,Eligible,65,5646,,,
Std-9695,Female,Group C,Some College,1,0,92,82,53,57,284,B,Eligible,71,3422,,,
Std-9694,Female,Group C,Master'S Degree,1,1,67,89,83,62,301,B,Eligible,75.25,1956,,,
Std-9693,Female,Group E,Master'S Degree,1,0,64,100,61,82,307,B,Eligible,76.75,1541,,,
Std-9692,Female,Group C,Bachelor'S Degree,0,0,65,73,64,91,293,B,Eligible,73.25,2602,,,
Std-9691,Female,Group A,Some High School,1,1,56,68,66,79,269,B,Eligible,67.25,4839,,,
Std-9690,Female,Group E,Associate'S Degree,1,1,80,57,74,93,304,B,Eligible,76,1729,,,
Std-969,Male,Group D,Some College,1,0,51,39,71,38,199,D,Not Eligible,49.75,9268,,,
Std-9689,Female,Group D,Some College,1,1,71,45,79,52,247,C,Eligible,61.75,6731,,,
Std-9688,Female,Group E,Bachelor'S Degree,0,0,34,78,83,83,278,B,Eligible,69.5,3990,,,
Std-9687,Female,Group D,Some College,1,1,72,100,86,62,320,A,Eligible,80,850,,,
Std-9686,Female,Group C,Some High School,0,0,77,53,100,47,277,B,Eligible,69.25,4080,,,
Std-9685,Female,Group B,High School,1,0,90,98,70,67,325,A,Eligible,81.25,658,,,
Std-9684,Female,Group D,Associate'S Degree,1,1,73,100,43,72,288,B,Eligible,72,3038,,,
Std-9683,Female,Group C,Bachelor'S Degree,1,1,48,92,86,85,311,B,Eligible,77.75,1306,,,
Std-9682,Female,Group E,Some High School,1,0,69,49,50,82,250,B,Eligible,62.5,6492,,,
Std-9681,Female,Group E,Some College,1,0,74,41,80,89,284,B,Eligible,71,3422,,,
Std-9680,Female,Group B,Some High School,0,1,34,85,85,69,273,B,Eligible,68.25,4466,,,
Std-968,Male,Group B,Bachelor'S Degree,1,0,41,61,76,46,224,C,Eligible,56,8276,,,
Std-9679,Female,Group B,High School,0,0,60,79,71,84,294,B,Eligible,73.5,2500,,,
Std-9678,Female,Group E,High School,1,1,64,82,57,48,251,B,Eligible,62.75,6404,,,
Std-9677,Female,Group C,Associate'S Degree,1,1,59,86,92,59,296,B,Eligible,74,2337,,,
Std-9676,Female,Group B,Some High School,0,1,84,74,74,75,307,B,Eligible,76.75,1541,,,
Std-9675,Female,Group E,Some High School,0,0,63,50,41,65,219,C,Eligible,54.75,8530,,,
Std-9674,Female,Group C,Associate'S Degree,1,0,42,93,76,68,279,B,Eligible,69.75,3892,,,
Std-9673,Female,Group B,High School,1,0,68,82,55,53,258,B,Eligible,64.5,5822,,,
Std-9672,Female,Group C,Some College,1,0,76,55,59,59,249,C,Eligible,62.25,6567,,,
Std-9671,Female,Group C,Associate'S Degree,0,0,60,80,73,61,274,B,Eligible,68.5,4358,,,
Std-9670,Female,Group D,Some High School,1,1,71,52,82,73,278,B,Eligible,69.5,3990,,,
Std-967,Male,Group D,Some College,0,0,79,65,97,53,294,B,Eligible,73.5,2500,,,
Std-9669,Female,Group D,Some College,0,1,56,58,85,86,285,B,Eligible,71.25,3320,,,
Std-9668,Female,Group C,Some College,1,0,45,71,55,59,230,C,Eligible,57.5,7929,,,
Std-9667,Female,Group D,Some College,1,0,29,70,92,94,285,B,Eligible,71.25,3320,,,
Std-9666,Female,Group C,Associate'S Degree,1,0,36,70,100,63,269,B,Eligible,67.25,4839,,,
Std-9665,Female,Group D,Some College,0,0,81,66,92,41,280,B,Eligible,70,3790,,,
Std-9664,Female,Group B,Associate'S Degree,1,0,62,56,59,43,220,C,Eligible,55,8487,,,
Std-9663,Female,Group C,High School,1,0,46,54,74,47,221,C,Eligible,55.25,8431,,,
Std-9662,Female,Group B,Master'S Degree,0,0,40,63,82,65,250,B,Eligible,62.5,6492,,,
Std-9661,Female,Group E,High School,1,0,99,86,89,84,358,A,Eligible,89.5,50,,,
Std-9660,Female,Group C,Bachelor'S Degree,1,1,83,41,100,56,280,B,Eligible,70,3790,,,
Std-966,Male,Group D,Bachelor'S Degree,1,0,35,51,58,68,212,C,Eligible,53,8855,,,
Std-9659,Female,Group D,High School,1,0,85,92,88,83,348,A,Eligible,87,122,,,
Std-9658,Female,Group B,High School,1,0,71,53,45,58,227,C,Eligible,56.75,8092,,,
Std-9657,Female,Group C,High School,1,1,68,71,58,62,259,B,Eligible,64.75,5736,,,
Std-9656,Female,Group A,High School,1,1,83,100,71,73,327,A,Eligible,81.75,590,,,
Std-9655,Female,Group A,High School,0,0,72,91,77,82,322,A,Eligible,80.5,754,,,
Std-9654,Female,Group D,Some College,1,1,68,55,66,84,273,B,Eligible,68.25,4466,,,
Std-9653,Female,Group D,High School,1,1,57,83,69,82,291,B,Eligible,72.75,2781,,,
Std-9652,Female,Group C,High School,0,0,44,82,73,67,266,B,Eligible,66.5,5101,,,
Std-9651,Female,Group E,High School,1,0,75,58,63,78,274,B,Eligible,68.5,4358,,,
Std-9650,Female,Group C,Some College,1,1,58,50,75,88,271,B,Eligible,67.75,4646,,,
Std-965,Male,Group C,Bachelor'S Degree,0,1,76,94,57,66,293,B,Eligible,73.25,2602,,,
Std-9649,Female,Group D,Some High School,0,0,74,68,76,66,284,B,Eligible,71,3422,,,
Std-9648,Female,Group C,Associate'S Degree,0,0,45,92,71,25,233,C,Eligible,58.25,7738,,,
Std-9647,Female,Group E,Associate'S Degree,1,1,82,70,79,50,281,B,Eligible,70.25,3684,,,
Std-9646,Female,Group C,Some College,0,0,57,60,79,100,296,B,Eligible,74,2337,,,
Std-9645,Female,Group A,Bachelor'S Degree,1,0,66,32,70,84,252,B,Eligible,63,6320,,,
Std-9644,Female,Group E,Associate'S Degree,1,0,69,95,68,100,332,A,Eligible,83,440,,,
Std-9643,Female,Group B,High School,1,0,28,55,87,98,268,B,Eligible,67,4934,,,
Std-9642,Female,Group C,Some College,1,1,34,39,86,59,218,C,Eligible,54.5,8584,,,
Std-9641,Female,Group C,Some High School,1,0,85,71,84,50,290,B,Eligible,72.5,2860,,,
Std-9640,Female,Group A,Associate'S Degree,1,0,44,57,100,60,261,B,Eligible,65.25,5557,,,
Std-964,Male,Group D,High School,1,0,67,69,61,58,255,B,Eligible,63.75,6070,,,
Std-9639,Female,Group B,Some High School,1,0,79,44,79,71,273,B,Eligible,68.25,4466,,,
Std-9638,Female,Group C,High School,0,0,71,28,88,58,245,C,Eligible,61.25,6889,,,
Std-9637,Female,Group D,High School,0,0,32,53,100,65,250,B,Eligible,62.5,6492,,,
Std-9636,Female,Group D,High School,0,0,70,51,71,67,259,B,Eligible,64.75,5736,,,
Std-9635,Female,Group D,Associate'S Degree,0,0,76,67,89,81,313,B,Eligible,78.25,1192,,,
Std-9634,Female,Group C,Some High School,1,1,44,72,64,63,243,C,Eligible,60.75,7042,,,
Std-9633,Female,Group D,Associate'S Degree,1,1,44,42,45,75,206,C,Eligible,51.5,9042,,,
Std-9632,Female,Group C,Some High School,1,0,44,90,98,59,291,B,Eligible,72.75,2781,,,
Std-9631,Female,Group D,Some High School,1,1,60,80,100,87,327,A,Eligible,81.75,590,,,
Std-9630,Female,Group B,Bachelor'S Degree,0,0,77,81,75,55,288,B,Eligible,72,3038,,,
Std-963,Male,Group A,Some College,1,0,7,70,78,45,200,C,Not Eligible,50,9241,,,
Std-9629,Female,Group E,Some High School,1,0,33,45,97,61,236,C,Eligible,59,7557,,,
Std-9628,Female,Group C,Some High School,1,0,80,60,82,58,280,B,Eligible,70,3790,,,
Std-9627,Female,Group C,Some High School,1,0,27,100,63,100,290,B,Eligible,72.5,2860,,,
Std-9626,Female,Group A,Master'S Degree,1,1,65,71,71,55,262,B,Eligible,65.5,5475,,,
Std-9625,Female,Group D,High School,1,1,51,54,47,44,196,D,Not Eligible,49,9343,,,
Std-9624,Female,Group E,Some High School,1,0,27,79,67,78,251,B,Eligible,62.75,6404,,,
Std-9623,Female,Group C,Some High School,1,0,70,79,87,96,332,A,Eligible,83,440,,,
Std-9622,Female,Group B,Some High School,1,1,83,81,79,48,291,B,Eligible,72.75,2781,,,
Std-9621,Female,Group A,High School,1,1,63,80,80,61,284,B,Eligible,71,3422,,,
Std-9620,Female,Group C,Some High School,1,1,86,24,94,54,258,B,Eligible,64.5,5822,,,
Std-962,Male,Group D,High School,1,0,43,46,47,57,193,D,Not Eligible,48.25,9423,,,
Std-9619,Female,Group C,Some High School,1,0,59,62,91,77,289,B,Eligible,72.25,2964,,,
Std-9618,Female,Group E,Associate'S Degree,1,0,59,56,68,77,260,B,Eligible,65,5646,,,
Std-9617,Female,Group D,Bachelor'S Degree,1,0,65,48,54,60,227,C,Eligible,56.75,8092,,,
Std-9616,Female,Group B,Some College,1,0,32,63,78,77,250,B,Eligible,62.5,6492,,,
Std-9615,Female,Group D,High School,1,0,71,59,80,69,279,B,Eligible,69.75,3892,,,
Std-9614,Female,Group C,Associate'S Degree,1,1,63,72,85,87,307,B,Eligible,76.75,1541,,,
Std-9613,Female,Group C,Master'S Degree,0,0,70,53,80,59,262,B,Eligible,65.5,5475,,,
Std-9612,Female,Group A,Some High School,0,0,51,86,72,55,264,B,Eligible,66,5291,,,
Std-9611,Female,Group D,Master'S Degree,1,0,52,82,57,69,260,B,Eligible,65,5646,,,
Std-9610,Female,Group A,Some College,0,0,60,47,80,57,244,C,Eligible,61,6969,,,
Std-961,Male,Group C,High School,1,0,36,86,100,69,291,B,Eligible,72.75,2781,,,
Std-9609,Female,Group D,Associate'S Degree,1,0,61,62,82,68,273,B,Eligible,68.25,4466,,,
Std-9608,Female,Group E,High School,0,1,27,100,58,89,274,B,Eligible,68.5,4358,,,
Std-9607,Female,Group E,Master'S Degree,0,0,88,84,66,71,309,B,Eligible,77.25,1419,,,
Std-9606,Female,Group E,Some High School,0,1,47,98,77,68,290,B,Eligible,72.5,2860,,,
Std-9605,Female,Group E,Bachelor'S Degree,0,0,71,71,90,77,309,B,Eligible,77.25,1419,,,
Std-9604,Female,Group A,Associate'S Degree,1,0,35,81,74,41,231,C,Eligible,57.75,7883,,,
Std-9603,Female,Group C,High School,1,0,86,77,81,67,311,B,Eligible,77.75,1306,,,
Std-9602,Female,Group C,Bachelor'S Degree,1,1,89,85,56,73,303,B,Eligible,75.75,1795,,,
Std-9601,Female,Group A,High School,1,0,59,66,86,80,291,B,Eligible,72.75,2781,,,
Std-9600,Female,Group D,Associate'S Degree,1,1,92,46,63,97,298,B,Eligible,74.5,2190,,,
Std-960,Male,Group B,Associate'S Degree,1,0,20,53,57,71,201,C,Eligible,50.25,9223,,,
Std-96,Male,Group E,Associate'S Degree,0,0,93,85,30,79,287,B,Eligible,71.75,3143,,,
Std-9599,Female,Group C,Associate'S Degree,1,0,71,69,77,93,310,B,Eligible,77.5,1359,,,
Std-9598,Female,Group D,Master'S Degree,0,1,67,66,78,37,248,C,Eligible,62,6641,,,
Std-9597,Female,Group C,Associate'S Degree,0,0,73,68,100,52,293,B,Eligible,73.25,2602,,,
Std-9596,Female,Group B,Associate'S Degree,0,1,93,80,69,60,302,B,Eligible,75.5,1870,,,
Std-9595,Female,Group D,High School,1,0,41,100,59,77,277,B,Eligible,69.25,4080,,,
Std-9594,Female,Group D,Some College,0,0,92,65,69,77,303,B,Eligible,75.75,1795,,,
Std-9593,Female,Group B,Some College,1,1,54,94,100,73,321,A,Eligible,80.25,805,,,
Std-9592,Female,Group C,Associate'S Degree,1,0,45,74,74,91,284,B,Eligible,71,3422,,,
Std-9591,Female,Group E,Some College,1,1,49,95,94,89,327,A,Eligible,81.75,590,,,
Std-9590,Female,Group A,High School,1,1,74,56,100,98,328,A,Eligible,82,563,,,
Std-959,Male,Group D,Master'S Degree,0,0,65,78,45,73,261,B,Eligible,65.25,5557,,,
Std-9589,Female,Group B,High School,1,1,28,77,77,87,269,B,Eligible,67.25,4839,,,
Std-9588,Female,Group B,High School,0,0,48,71,75,85,279,B,Eligible,69.75,3892,,,
Std-9587,Female,Group B,Some High School,1,0,69,72,83,71,295,B,Eligible,73.75,2414,,,
Std-9586,Female,Group A,Bachelor'S Degree,1,0,49,100,86,75,310,B,Eligible,77.5,1359,,,
Std-9585,Female,Group B,Some College,1,0,100,78,90,61,329,A,Eligible,82.25,526,,,
Std-9584,Female,Group A,Bachelor'S Degree,1,0,86,38,55,65,244,C,Eligible,61,6969,,,
Std-9583,Female,Group D,Associate'S Degree,1,0,75,49,59,88,271,B,Eligible,67.75,4646,,,
Std-9582,Female,Group C,Associate'S Degree,1,1,57,54,64,46,221,C,Eligible,55.25,8431,,,
Std-9581,Female,Group C,Associate'S Degree,1,0,70,77,67,60,274,B,Eligible,68.5,4358,,,
Std-9580,Female,Group B,High School,1,1,48,92,71,68,279,B,Eligible,69.75,3892,,,
Std-958,Male,Group B,Bachelor'S Degree,1,0,42,72,88,97,299,B,Eligible,74.75,2119,,,
Std-9579,Female,Group D,Some College,0,1,63,93,70,61,287,B,Eligible,71.75,3143,,,
Std-9578,Female,Group D,Some College,0,1,93,68,53,82,296,B,Eligible,74,2337,,,
Std-9577,Female,Group D,High School,1,1,100,100,52,74,326,A,Eligible,81.5,619,,,
Std-9576,Female,Group D,High School,0,1,55,80,56,88,279,B,Eligible,69.75,3892,,,
Std-9575,Female,Group A,Bachelor'S Degree,0,1,78,61,86,89,314,B,Eligible,78.5,1135,,,
Std-9574,Female,Group A,Master'S Degree,1,0,100,57,58,26,241,C,Eligible,60.25,7197,,,
Std-9573,Female,Group B,Bachelor'S Degree,1,1,73,87,73,80,313,B,Eligible,78.25,1192,,,
Std-9572,Female,Group A,High School,1,1,61,59,86,74,280,B,Eligible,70,3790,,,
Std-9571,Female,Group C,Some High School,1,0,72,72,89,49,282,B,Eligible,70.5,3602,,,
Std-9570,Female,Group D,Bachelor'S Degree,1,0,76,59,85,50,270,B,Eligible,67.5,4738,,,
Std-957,Male,Group A,Bachelor'S Degree,1,0,32,86,65,94,277,B,Eligible,69.25,4080,,,
Std-9569,Female,Group A,Some High School,0,0,53,73,100,43,269,B,Eligible,67.25,4839,,,
Std-9568,Female,Group A,Associate'S Degree,1,0,65,65,78,60,268,B,Eligible,67,4934,,,
Std-9567,Female,Group A,Some High School,0,0,27,74,64,86,251,B,Eligible,62.75,6404,,,
Std-9566,Female,Group B,Associate'S Degree,0,1,79,83,81,34,277,B,Eligible,69.25,4080,,,
Std-9565,Female,Group D,Associate'S Degree,1,0,42,68,85,76,271,B,Eligible,67.75,4646,,,
Std-9564,Female,Group E,Master'S Degree,0,1,45,50,94,82,271,B,Eligible,67.75,4646,,,
Std-9563,Female,Group B,Some High School,0,0,59,65,77,58,259,B,Eligible,64.75,5736,,,
Std-9562,Female,Group D,Bachelor'S Degree,1,1,80,41,71,84,276,B,Eligible,69,4166,,,
Std-9561,Female,Group D,Bachelor'S Degree,1,0,65,43,100,54,262,B,Eligible,65.5,5475,,,
Std-9560,Female,Group D,High School,1,0,65,79,60,74,278,B,Eligible,69.5,3990,,,
Std-956,Male,Group C,High School,0,0,99,89,60,100,348,A,Eligible,87,122,,,
Std-9559,Female,Group B,High School,1,1,65,79,65,86,295,B,Eligible,73.75,2414,,,
Std-9558,Female,Group D,Some High School,1,1,31,61,86,83,261,B,Eligible,65.25,5557,,,
Std-9557,Female,Group B,High School,1,1,55,56,100,88,299,B,Eligible,74.75,2119,,,
Std-9556,Female,Group D,High School,1,1,72,80,99,71,322,A,Eligible,80.5,754,,,
Std-9555,Female,Group A,Some College,0,1,61,77,54,65,257,B,Eligible,64.25,5905,,,
Std-9554,Female,Group B,Some High School,0,1,82,75,46,63,266,B,Eligible,66.5,5101,,,
Std-9553,Female,Group C,Some College,1,1,55,82,65,66,268,B,Eligible,67,4934,,,
Std-9552,Female,Group D,Bachelor'S Degree,1,1,65,33,69,49,216,C,Eligible,54,8679,,,
Std-9551,Female,Group E,Associate'S Degree,1,1,70,67,69,69,275,B,Eligible,68.75,4259,,,
Std-9550,Female,Group D,High School,0,0,93,71,65,67,296,B,Eligible,74,2337,,,
Std-955,Male,Group D,Some College,1,1,100,81,78,75,334,A,Eligible,83.5,390,,,
Std-9549,Female,Group A,Associate'S Degree,1,0,57,71,77,76,281,B,Eligible,70.25,3684,,,
Std-9548,Female,Group D,Associate'S Degree,1,0,66,53,87,40,246,C,Eligible,61.5,6814,,,
Std-9547,Female,Group D,Associate'S Degree,1,0,48,77,87,59,271,B,Eligible,67.75,4646,,,
Std-9546,Female,Group C,Some College,1,1,79,78,41,74,272,B,Eligible,68,4563,,,
Std-9545,Female,Group A,Bachelor'S Degree,0,0,72,47,65,75,259,B,Eligible,64.75,5736,,,
Std-9544,Female,Group C,Some High School,1,1,75,82,86,66,309,B,Eligible,77.25,1419,,,
Std-9543,Female,Group C,High School,0,1,89,100,80,77,346,A,Eligible,86.5,154,,,
Std-9542,Female,Group C,Some High School,0,0,62,100,69,81,312,B,Eligible,78,1247,,,
Std-9541,Female,Group E,High School,1,0,27,62,85,80,254,B,Eligible,63.5,6155,,,
Std-9540,Female,Group E,High School,1,1,69,100,76,71,316,B,Eligible,79,1032,,,
Std-954,Male,Group D,Some College,0,1,62,79,68,94,303,B,Eligible,75.75,1795,,,
Std-9539,Female,Group C,Some College,1,0,51,95,96,82,324,A,Eligible,81,688,,,
Std-9538,Female,Group D,High School,1,0,72,57,80,86,295,B,Eligible,73.75,2414,,,
Std-9537,Female,Group A,Some High School,1,1,67,100,45,72,284,B,Eligible,71,3422,,,
Std-9536,Female,Group E,Some College,1,0,78,76,93,67,314,B,Eligible,78.5,1135,,,
Std-9535,Female,Group D,High School,0,0,76,66,68,35,245,C,Eligible,61.25,6889,,,
Std-9534,Female,Group E,Master'S Degree,1,0,56,88,69,61,274,B,Eligible,68.5,4358,,,
Std-9533,Female,Group C,Some High School,0,1,40,88,96,89,313,B,Eligible,78.25,1192,,,
Std-9532,Female,Group A,Some College,1,1,68,63,64,60,255,B,Eligible,63.75,6070,,,
Std-9531,Female,Group B,High School,1,0,47,80,89,79,295,B,Eligible,73.75,2414,,,
Std-9530,Female,Group A,High School,0,1,70,51,88,71,280,B,Eligible,70,3790,,,
Std-953,Male,Group E,Associate'S Degree,0,0,52,87,99,84,322,A,Eligible,80.5,754,,,
Std-9529,Female,Group A,Bachelor'S Degree,0,0,27,40,80,49,196,D,Not Eligible,49,9343,,,
Std-9528,Female,Group D,Associate'S Degree,1,0,28,75,85,81,269,B,Eligible,67.25,4839,,,
Std-9527,Female,Group D,Associate'S Degree,1,0,32,38,100,60,230,C,Eligible,57.5,7929,,,
Std-9526,Female,Group D,Some High School,0,1,57,55,87,32,231,C,Eligible,57.75,7883,,,
Std-9525,Female,Group A,High School,1,1,83,51,65,68,267,B,Eligible,66.75,5021,,,
Std-9524,Female,Group C,Associate'S Degree,1,0,65,61,65,55,246,C,Eligible,61.5,6814,,,
Std-9523,Female,Group C,Bachelor'S Degree,1,0,69,61,65,50,245,C,Eligible,61.25,6889,,,
Std-9522,Female,Group A,Some High School,1,1,82,50,74,60,266,B,Eligible,66.5,5101,,,
